id,normalizedName,width,height
56742c284bdc2d98058b456d,crickent-lighter,1,1
56742c2e4bdc2d95058b456d,zibbo-lighter,1,1
56742c324bdc2d150f8b456d,broken-gphone-smartphone,1,1
5696686a4bdc2da3298b456a,dollars,1,1
569668774bdc2da2298b4568,euros,1,1
56d59856d2720bd8418b456a,sig-p226r-9x19-pistol,2,1
56d59948d2720bb7418b4582,p226-9x19-15-round-magazine,1,1
56d59d3ad2720bdb418b4577,9x19mm-pst-gzh,1,1
56d5a1f7d2720bb3418b456a,p226-9x19-112mm-barrel,1,1
56d5a2bbd2720bb8418b456a,p226-polymer-pistol-grip-black,1,1
56d5a407d2720bb3418b456b,p226r-mk25-pistol-slide,2,1
56d5a661d2720bd8418b456b,p226-front-sight,1,1
56d5a77ed2720b90418b4568,p226-rear-sight,1,1
56dee2bdd2720bc8328b4567,mp-153-12ga-semi-automatic-shotgun,3,1
56deec93d2720bec348b4568,mp-153-12ga-750mm-barrel,5,1
56deed6ed2720b4c698b4583,mp-153-polymer-forestock,2,1
56deee15d2720bee328b4567,mp-153-12ga-4-shell-magazine-cap,1,1
56deeefcd2720bc8328b4568,mp-153-12ga-8-shell-magazine,3,1
56def37dd2720bec348b456a,surefire-x400-ultra-tactical-flashlight-with-laser,1,1
56dfef82d2720bbd668b4567,545x39mm-bp-gs,1,1
56dff026d2720bb8668b4567,545x39mm-bs-gs,1,1
56dff061d2720bb5668b4567,545x39mm-bt-gs,1,1
56dff0bed2720bb0668b4567,545x39mm-fmj,1,1
56dff216d2720bbd668b4568,545x39mm-hp,1,1
56dff2ced2720bb4668b4567,545x39mm-pp-gs,1,1
56dff338d2720bbd668b4569,545x39mm-prs-gs,1,1
56dff3afd2720bba668b4567,545x39mm-ps-gs,1,1
56dff421d2720b5f5a8b4567,545x39mm-sp,1,1
56dff4a2d2720bbd668b456a,545x39mm-t-gs,1,1
56dff4ecd2720b5f5a8b4568,545x39mm-us-gs,1,1
56e0598dd2720bb5668b45a6,pb-9x18pm-silenced-pistol,2,1
56e05a6ed2720bd0748b4567,pb-bakilte-side-grips,1,1
56e05b06d2720bb2668b4586,pb-9x18pm-sound-suppressor,2,1
56e335e4d2720b6c058b456d,scav-backpack,4,5
56e33634d2720bd8058b456b,duffle-bag,4,3
56e33680d2720be2748b4576,transformer-bag,3,3
56ea6fafd2720b844b8b4593,ar-15-noveske-kx3-556x45-flash-hider,1,1
56ea70acd2720b844b8b4594,hensoldt-ff-4-16x56-34mm-riflescope,2,1
56ea7165d2720b6e518b4583,ar-15-badger-ordnance-tactical-charging-handle-latch,1,1
56ea7293d2720b8d4b8b45ba,p226-sight-mount-220-239-rear-sight-bearing,1,1
56ea8180d2720bf2698b456a,ar-15-kac-qdc-556x45-flash-suppressor-kit,1,1
56ea8222d2720b69698b4567,sv-98-bipod,2,1
56ea8d2fd2720b7c698b4570,ar-15-windham-weaponry-rail-gas-block,1,1
56eabcd4d2720b66698b4574,ar-15-daniel-defense-mk12-low-profile-gas-block,1,1
56eabf3bd2720b75698b4569,magpul-moe-carbine-stock-black,2,1
570fd6c2d2720bc6458b457f,eotech-553-holographic-sight,1,1
570fd721d2720bc5458b4596,walther-mrs-reflex-sight,1,1
570fd79bd2720bc7458b4583,okp-7-reflex-sight,1,1
5710c24ad2720bc3458b45a3,f-1-hand-grenade,1,1
571659bb2459771fb2755a12,ar-15-damage-industries-ecs-pistol-grip-fde,1,1
571a12c42459771f627b58a0,tt-33-762x25-tt-pistol,2,1
571a26d524597720680fbe8a,tt-762x25-116mm-barrel,1,1
571a279b24597720b4066566,tt-762x25-121mm-homespun-threaded-barrel,1,1
571a282c2459771fb2755a69,tt-side-grips,1,1
571a28e524597720b4066567,tt-762x25-makeshift-sound-suppressor,2,1
571a29dc2459771fb2755a6a,tt-762x25-tt-105-8-round-magazine,1,1
57235b6f24597759bf5a30f1,anpvs-14-night-vision-monocular,1,1
572b7adb24597762ae139821,scav-vest,2,3
572b7d8524597762b472f9d1,baseball-cap,1,1
572b7f1624597762ae139822,balaclava,1,1
572b7fa124597762b472f9d2,beanie,1,1
572b7fa524597762b747ce82,lower-half-mask,1,1
5732ee6a24597719ae0c0281,waist-pouch,2,2
5733279d245977289b77ec24,car-battery,3,2
573474f924597738002c6174,chainlet,1,1
5734758f24597738025ee253,golden-neck-chain,1,1
573475fb24597737fb1379e1,apollo-soyuz-cigarettes,1,1
573476d324597737da2adc13,malboro-cigarettes,1,1
573476f124597737e04bf328,wilston-cigarettes,1,1
5734770f24597738025ee254,strike-cigarettes,1,1
5734773724597737fd047c14,can-of-condensed-milk,1,1
5734779624597737e04bf329,cpu-fan,1,1
573477e124597737dd42e191,pc-cpu,1,1
5734781f24597737e04bf32a,dvd-drive,2,1
573478bc24597738002c6175,horse-figurine,1,2
5734795124597738002c6176,insulating-tape,1,1
57347b8b24597737dd42e192,classic-matches,1,1
57347baf24597738002c6178,ram,1,1
57347c1124597737fb1379e3,duct-tape,1,1
57347c2e24597744902c94a1,power-supply-unit,2,2
57347c5b245977448d35f6e1,bolts,1,1
57347c77245977448d35f6e2,screw-nuts,1,1
57347c93245977448d35f6e3,toothpaste,1,1
57347ca924597744596b4e71,graphics-card,2,1
57347cd0245977445a2d6ff1,t-shaped-plug,1,1
57347d3d245977448f7b7f61,rye-croutons,1,1
57347d5f245977448b40fa81,can-of-humpback-salmon,1,1
57347d692459774491567cf1,can-of-green-peas,1,1
57347d7224597744596b4e72,can-of-beef-stew-small,1,1
57347d8724597744596b4e76,can-of-squash-spread,1,1
57347d90245977448f7b7f65,pack-of-oat-flakes,1,2
57347d9c245977448b40fa85,can-of-herring,1,1
57347da92459774491567cf5,can-of-beef-stew-large,1,1
5735fdcd2459776445391d61,762x25mm-tt-akbs,1,1
5735ff5c245977640e39ba7e,762x25mm-tt-fmj43,1,1
573601b42459776410737435,762x25mm-tt-lrn,1,1
573602322459776445391df1,762x25mm-tt-lrnpc,1,1
5736026a245977644601dc61,762x25mm-tt-p-gl,1,1
573603562459776430731618,762x25mm-tt-pst-gzh,1,1
573603c924597764442bd9cb,762x25mm-tt-pt-gzh,1,1
573718ba2459775a75491131,9x18mm-pm-bzht-gzh,1,1
573719762459775a626ccbc1,9x18mm-pm-p-gzh,1,1
573719df2459775a626ccbc2,9x18mm-pm-pbm-gzh,1,1
57371aab2459775a77142f22,9x18mm-pmm-pstm-gzh,1,1
57371b192459775a9f58a5e0,9x18mm-pm-ppe-gzh,1,1
57371e4124597760ff7b25f1,9x18mm-pm-ppt-gzh,1,1
57371eb62459776125652ac1,9x18mm-pm-prs-gs,1,1
57371f2b24597761224311f1,9x18mm-pm-ps-gs-ppo,1,1
57371f8d24597761006c6a81,9x18mm-pm-pso-gzh,1,1
5737201124597760fc4431f1,9x18mm-pm-pst-gzh,1,1
5737207f24597760ff7b25f2,9x18mm-pm-psv,1,1
573720e02459776143012541,9x18mm-pm-rg028-gzh,1,1
57372140245977611f70ee91,9x18mm-pm-sp7-gzh,1,1
5737218f245977612125ba51,9x18mm-pm-sp8-gzh,1,1
573722e82459776104581c21,9x18mm-pm-bzht-gzh-ammo-pack-16-pcs,1,1
573724b42459776125652ac2,9x18mm-pm-p-gzh-ammo-pack-16-pcs,1,1
5737250c2459776125652acc,9x18mm-pm-pbm-gzh-ammo-pack-16-pcs,1,1
5737256c2459776125652acd,9x18mm-pmm-pstm-gzh-ammo-pack-16-pcs,1,1
573725b0245977612125bae2,9x18mm-pm-ppe-gzh-ammo-pack-16-pcs,1,1
5737260b24597761224311f2,9x18mm-pm-ppt-gzh-ammo-pack-16-pcs,1,1
5737266524597761006c6a8c,9x18mm-pm-prs-gs-ammo-pack-16-pcs,1,1
573726d824597765d96be361,9x18mm-pm-ps-gs-ppo-ammo-pack-16-pcs,1,1
5737273924597765dd374461,9x18mm-pm-pso-gzh-ammo-pack-16-pcs,1,1
573727c624597765cc785b5b,9x18mm-pm-pst-gzh-ammo-pack-16-pcs,1,1
5737280e24597765cc785b5c,9x18mm-pm-psv-ammo-pack-16-pcs,1,1
5737287724597765e1625ae2,9x18mm-pm-rg028-gzh-ammo-pack-16-pcs,1,1
573728cc24597765cc785b5d,9x18mm-pm-sp7-gzh-ammo-pack-16-pcs,1,1
573728f324597765e5728561,9x18mm-pm-sp8-gzh-ammo-pack-16-pcs,1,1
5737292724597765e5728562,545x39mm-bp-gs-ammo-pack-120-pcs,2,1
57372ac324597767001bc261,545x39mm-bp-gs-ammo-pack-30-pcs,1,1
57372b832459776701014e41,545x39mm-bs-gs-ammo-pack-120-pcs,2,1
57372bd3245977670b7cd243,545x39mm-bs-gs-ammo-pack-30-pcs,1,1
57372c21245977670937c6c2,545x39mm-bt-gs-ammo-pack-120-pcs,2,1
57372c89245977685d4159b1,545x39mm-bt-gs-ammo-pack-30-pcs,1,1
57372d4c245977685a3da2a1,545x39mm-pp-gs-ammo-pack-120-pcs,2,1
57372db0245977685d4159b2,545x39mm-pp-gs-ammo-pack-30-pcs,1,1
57372deb245977685d4159b3,545x39mm-prs-gs-ammo-pack-120-pcs,2,1
57372e4a24597768553071c2,545x39mm-prs-gs-ammo-pack-30-pcs,1,1
57372e73245977685d4159b4,545x39mm-ps-gs-ammo-pack-120-pcs,2,1
57372ebf2459776862260582,545x39mm-ps-gs-ammo-pack-30-pcs,1,1
57372ee1245977685d4159b5,545x39mm-t-gs-ammo-pack-120-pcs,2,1
57372f5c24597769917c0131,545x39mm-t-gs-ammo-pack-30-pcs,1,1
57372fc52459776998772ca1,545x39mm-us-gs-ammo-pack-120-pcs,2,1
5737300424597769942d5a01,545x39mm-us-gs-ammo-pack-30-pcs,1,1
5737330a2459776af32363a1,545x39mm-fmj-ammo-pack-30-pcs,1,1
5737339e2459776af261abeb,545x39mm-hp-ammo-pack-30-pcs,1,1
573733c72459776b0b7b51b0,545x39mm-sp-ammo-pack-30-pcs,1,1
5739d41224597779c3645501,9x19mm-pst-gzh-ammo-pack-16-pcs,1,1
57486e672459770abd687134,okp-7-reflex-sight-dovetail,1,1
574d967124597745970e7c94,simonov-sks-762x39-carbine,4,1
574dad8024597745964bf05c,sks-toz-wooden-stock-56-a-231-sb5,4,1
574db213245977459a2f3f5d,sks-rear-sight,1,1
574eb85c245977648157eec3,factory-plan-map,1,1
57505f6224597709a92585a9,alyonka-chocolate-bar,1,1
575062b524597720a31c09a1,can-of-ice-green-tea,1,1
57513f07245977207e26a311,pack-of-apple-juice,1,2
57513f9324597720a7128161,pack-of-grand-juice,1,2
57513fcc24597720a31c09a6,pack-of-vita-juice,1,2
5751435d24597720a27126d1,can-of-max-energy-energy-drink,1,1
57514643245977207f2c2d09,can-of-tarcola-soda,1,1
575146b724597720a27126d5,pack-of-milk,1,2
5751487e245977207e26a315,emelya-rye-croutons,1,1
5751496424597720a27126da,can-of-hot-rod-energy-drink,1,1
5751a25924597722c463c472,army-bandage,1,1
5751a89d24597722aa0e8db0,golden-star-balm,1,1
5755356824597772cb798962,ai-2-medkit,1,1
5755383e24597772cb798966,vaseline-balm,1,1
576165642459773c7a400233,saiga-12ga-ver10-1276-semi-automatic-shotgun,4,1
576167ab2459773cad038c43,sok-12-thread-protection-tube,1,1
576169e62459773c69055191,sok-12-polymer-handguard-sb7-1,1,1
57616a9e2459773c7a400234,sok-12-1276-sb5-5-round-magazine,1,2
57616c112459773cce774d66,sok-12-dust-cover-sb0-2,2,1
57616ca52459773c69055192,sok-12-ak-style-stock,2,1
576a581d2459771e7b1bc4f1,yarygin-mp-443-grach-9x19-pistol,2,1
576a5ed62459771e9c2096cb,mp-443-grach-9x19-18-round-magazine,1,1
576a63cd2459771e796e0e11,mp-443-grach-polymer-pistol-grip,1,1
576a7c512459771e796e0e17,mp-443-grach-zenit-b-8-mount,1,1
576fd4ec2459777f0b518431,belomo-pso-1m2-1-4x24-scope,2,1
577d128124597739d65d0e56,burris-fastfire-weaver-base,1,1
577d141e24597739c5255e01,burris-fastfire-3-reflex-sight,1,1
577e1c9d2459773cd707c525,printer-paper,2,1
5780cda02459777b272ede61,dorm-room-306-key,1,1
5780cf692459777de4559321,dorm-room-315-key,1,1
5780cf722459777a5108b9a1,dorm-room-308-key,1,1
5780cf7f2459777de4559322,dorm-room-314-marked-key,1,1
5780cf942459777df90dcb72,dorm-room-214-key,1,1
5780cf9e2459777df90dcb73,dorm-room-218-key,1,1
5780cfa52459777dfb276eb1,dorm-room-220-key,1,1
5780d0532459777a5108b9a2,tarcone-directors-office-key,1,1
5780d0652459777df90dcb74,gas-station-office-key,1,1
5780d07a2459777de4559324,portable-cabin-key,1,1
57838ad32459774a17445cd2,vss-vintorez-9x39-special-sniper-rifle,2,1
57838c962459774a1651ec63,vss-9x39-integral-barrel-suppressor,2,1
57838e1b2459774a256959b1,vss-rear-sight,1,1
57838f0b2459774a256959b2,vss-9x39-6l24-10-round-magazine,1,1
57838f9f2459774a150289a0,vss-9x39-6l25-20-round-magazine,1,2
578395402459774a256959b5,vss-dust-cover,2,1
578395e82459774a0e553c7b,vss-wooden-stock,2,1
5783c43d2459774bbe137486,simple-wallet,1,1
579204f224597773d619e051,makarov-pm-t-9x18pm-pistol,2,1
5798a2832459774b53341029,customs-plan-map,1,1
57a0dfb82459774d3078b56c,9x39mm-sp-5-gs,1,1
57a0e5022459774d1673f889,9x39mm-sp-6-gs,1,1
57a3459f245977764a01f703,vssval-zenit-b-3-ring-mount,1,1
57a349b2245977762b199ec7,pumping-station-front-door-key,1,1
57a9b9ce2459770ee926038d,sok-12-rear-sight,1,1
57ac965c24597706be5f975c,elcan-specterdr-1x4x-scope,2,1
57aca93d2459771f2c7e26db,elcan-specterdr-1x4x-scope-fde,2,1
57acb6222459771ec34b5cb0,vomz-pilad-043-02-dovetail-mount,1,1
57ade1442459771557167e15,armacon-baskak-stock,2,1
57adff4f24597737f373b6e6,sig-sauer-bravo4-4x30-scope,2,1
57ae0171245977343c27bfcf,belomo-pk-06-reflex-sight,1,1
57af48872459771f0b2ebf11,hogue-overmolded-rubber-grip-fde,1,1
57c44b372459772d2b39b8ce,as-val-9x39-special-assault-rifle,2,1
57c44dd02459772d2e0ae249,as-val-9x39-integral-barrel-suppressor,2,1
57c44e7b2459772d28133248,as-val-rear-sight,1,1
57c44f4f2459772d2c627113,as-val-dust-cover,2,1
57c44fa82459772d2d75e415,as-val-pistol-grip,1,1
57c450252459772d28133253,as-val-skeleton-stock,2,1
57c55efc2459772d2c6271e7,hogue-overmolded-rubber-grip-black,1,1
57c55f092459772d291a8463,hogue-overmolded-rubber-grip-ghillie-earth,1,1
57c55f112459772d28133310,hogue-overmolded-rubber-grip-ghillie-green,1,1
57c55f172459772d27602381,hogue-overmolded-rubber-grip-olive-drab,1,1
57c5ac0824597754771e88a9,march-tactical-3-24x42-ffp-30mm-riflescope,2,1
57c69dd424597774c03b7bbc,lobaev-arms-30mm-scope-mount,2,1
57c9a89124597704ee6faec1,p226-combat-pistol-grip-fde,1,1
57cd379a24597778e7682ecf,kiba-arms-tactical-tomahawk,1,3
57cff947245977638e6f2a19,ak-magpul-moe-akm-handguard-black,1,1
57cffb66245977632f391a99,magpul-m-lok-afg-tactical-foregrip-black,1,1
57cffcd624597763133760c5,magpul-m-lok-afg-tactical-foregrip-fde,1,1
57cffcdd24597763f5110006,magpul-m-lok-afg-tactical-foregrip-olive-drab,1,1
57cffce524597763b31685d8,magpul-m-lok-afg-tactical-foregrip-stealth-gray,1,1
57cffd8224597763b03fc609,ak-magpul-moe-akm-handguard-fde,1,1
57cffddc24597763133760c6,ak-magpul-moe-akm-handguard-olive-drab,1,1
57cffe0024597763b03fc60b,ak-magpul-moe-akm-handguard-plum,1,1
57cffe20245977632f391a9d,ak-magpul-moe-akm-handguard-stealth-gray,1,1
57d14d2524597714373db789,pp-91-kedr-9x18pm-submachine-gun,3,1
57d14e1724597714010c3f4b,pp-91-kedr-9x18pm-20-round-magazine,1,1
57d1519e24597714373db79d,pp-91-kedr-9x18pm-30-round-magazine,1,2
57d152ec245977144076ccdf,pp-91-kedr-polymer-pistol-grip,1,1
57d17c5e2459775a5c57d17d,ultrafire-wf-501b-flashlight,1,1
57d17e212459775a1179a0f5,kiba-arms-25mm-accessory-ring-mount,1,1
57da93632459771cb65bf83f,kac-qdss-nt-4-556x45-sound-suppressor-black,2,1
57dbb57e2459774673234890,kac-qdss-nt-4-556x45-sound-suppressor-fde,2,1
57dc2fa62459775949412633,kalashnikov-aks-74u-545x39-assault-rifle,3,1
57dc324a24597759501edc20,aks-74u-545x39-muzzle-brake-6p26-0-20,1,1
57dc32dc245977596d4ef3d3,aks-74u-wooden-handguard-6p26-sb6,1,1
57dc334d245977597164366f,aks-74u-dust-cover-6p26-sb7,2,1
57dc347d245977596754e7a1,aks-74u-metal-skeleton-stock-6p26-sb5,2,1
57e26ea924597715ca604a09,bars-a-2607-damascus-knife,2,1
57e26fc7245977162a14b800,bars-a-2607-95h18-knife,2,1
57e3dba62459770f0c32322b,ak-bakelite-pistol-grip-6p4-sb9,1,1
57ee59b42459771c7b045da5,pp-91-kedr-rotor-43-ris-mount,1,1
57f3a5ae2459772b0e0bf19e,pso-scope-eyecup,1,1
57f3c6bd24597738e730fa2f,pp-91-01-kedr-b-9x18pm-submachine-gun,3,1
57f3c7e024597738ea4ba286,pp-91-01-kedr-b-threaded-suppressor-adapter,1,1
57f3c8cc2459773ec4480328,pp-91-01-kedr-b-9x18pm-sound-suppressor,2,1
57f4c844245977379d5c14d1,pp-9-klin-9x18pmm-submachine-gun,3,1
57fd23e32459772d0805bcf1,holosun-ls321-tactical-device,1,1
57ffa9f4245977728561e844,aks-74u-zenit-b-11-handguard,1,1
57ffaea724597779f52b3a4d,ak-zenit-b-12-mount,1,1
57ffb0062459777a045af529,aks-74u-zenit-b-18-mount,1,1
57ffb0e42459777d047111c5,aks-74u-pbs-4-545x39-sound-suppressor,2,1
5827272a24597748c74bdeea,sok-12-leapers-utg-pro-mtu002-long-top-aluminum-handguard,2,1
